Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Size class,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Eff Tax Rate (+ve income),Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings,Fiscal Year End Date
Cortland Bancorp Inc,CLDB,Bank,6000,NDQ,3,$6.80,4532,4.5,$31.70,$69.20,$100.90,$91.50,$9.40,NA,NA,7.37,7.04,NA,NA,NA,0.65,NA,6.35,6.35,0.84,0.86,NA,NA,NA,NA,NA,NA,-0.12,0.40,0.1970,39.69%,$0.00,0.2520,0.00%,0.00%,8.81%,10.56%,NA,NA,108.6,48.8,492.7,$0.00,NA,$4.30,$14.40,$11.47,$	14.40,$11.47,20.34%,21.82%,NA,9.32%,NA,1.91%,$0.00,$0.00,$10.50,NA,$4.50,$0.00,0.02%,0.00%,218.30%,68.58%,58.64%,0.00%,NA,NA,12/31/07
Celldex Therapeutics,CLDX,Drug,2834,NDQ,5,$2.60,312624,32.1,$126.30,$23.00,$149.30,$88.20,$61.10,$46.80,$44.60,NA,NA,NA,NA,NA,1.68,2.70,NA,NA,2.37,1.52,1.88,1.98,NA,NA,NA,204.75%,1.76,1.25,0.3926,57.99%,-$3.37,0.5389,NA,NA,-3.32%,-17.48%,-5.34%,-13.89%,37.2,75.3,109.9,-$4.80,$0.23,-$2.50,-$6.50,-$6.50,$	(0.80),-$3.13,0.00%,NA,-10.26%,40.92%,130.56%,55.60%,$2.10,$5.70,$38.10,$44.60,-$9.40,$0.00,32.58%,9.83%,18.21%,15.41%,23.40%,0.00%,NA,36.92%,12/31/10
Cliffs Natural Res.,CLF,Steel,3311,NYS,9,$62.35,3908192,135.5,"$9,377.10","$1,713.10","$11,090.20","$9,523.50","$1,566.70","$4,682.20","$6,556.00",10.32,5.43,$13.40,4.65,0.43,2.44,2.00,7.41,5.92,2.39,1.99,2.03,1.45,29.00%,24.00%,16.50%,93.30%,2.39,1.95,0.3683,59.72%,-$60.08,0.8000,17.64%,-6.51%,23.64%,23.13%,19.41%,27.46%,3992.3,3845.9,7778.2,-$11.70,-$4.68,$909.00,"$1,285.50",$923.31,"$	1,607.80",$983.39,28.18%,27.08%,-0.25%,14.13%,33.46%,20.14%,$266.90,$322.30,$238.00,"$6,556.00","$1,727.30",$160.35,4.79%,51.16%,18.27%,15.45%,30.82%,1.71%,NA,81.77%,12/31/10
Clearfield Inc.,CLFD,Precision Instrument,3800,NDQ,4,$7.61,84747,12.3,$79.80,$0.00,$79.80,$66.70,$13.10,$35.20,$35.20,13.08,12.87,NA,NA,NA,3.05,2.27,18.53,16.68,5.09,3.05,1.89,1.89,NA,NA,NA,41.42%,0.29,0.85,0.4165,76.97%,$0.30,0.2761,0.00%,8.33%,23.28%,27.48%,17.33%,10.23%,13.1,26.2,30.3,$3.20,$0.00,$6.10,$3.60,$3.60,$	4.00,$3.30,0.00%,0.00%,9.09%,16.42%,37.22%,43.23%,$0.70,$0.40,$11.00,$35.20,$6.20,$0.00,8.58%,3.30%,0.00%,0.00%,0.00%,0.00%,NA,11.91%,9/30/11
CoreLogic Inc,CLGX,Financial Svcs. (Div.),6100,NYS,8,$12.93,923314,101.6,"$1,496.40",$818.00,"$2,314.40","$1,207.40","$1,107.00",NA,NA,5.56,88.54,NA,NA,NA,0.47,NA,NA,NA,0.42,0.58,NA,NA,-31.50%,NA,NA,NA,1.36,0.95,0.4659,47.81%,$88.40,0.4968,0.00%,NA,8.53%,NA,NA,NA,2865.3,3154.3,8723.1,$0.00,NA,$269.20,NA,NA,NA,NA,36.49%,36.48%,NA,47.83%,NA,12.69%,$88.40,$0.00,"$5,791.30",NA,$16.90,$0.00,40.90%,6.78%,54.66%,35.34%,20.59%,0.00%,NA,75.65%,12/31/09
Hutech21 Company Ltd,CLGZF,Telecom. Equipment,4811,NDQ,3,$0.51,0,0.5,$27.90,$0.00,$27.90,$26.80,$1.10,$8.10,NA,NA,NA,NA,NA,NA,21.46,3.44,NA,NA,134.00,21.46,3.31,NA,NA,NA,NA,NA,-0.36,NA,0.9871,400.00%,$0.00,NA,NA,NA,,0.00%,NA,0.00%,0.2,1.3,3.7,$0.00,NA,NA,$0.00,$0.00,$	0.00,$0.00,0.00%,NA,0.00%,3.94%,13.58%,29.73%,$0.00,$0.00,$0.70,NA,NA,$0.00,0.00%,2.70%,0.00%,0.00%,0.00%,0.00%,NA,NA,12/31/10
Clean Harbors,CLH,Environmental,4953,NDQ,9,$63.73,415653,52.8,"$3,346.80",$278.80,"$3,625.60","$3,323.40",$302.20,"$1,731.20","$1,855.30",26.07,29.78,$2.42,26.33,1.74,4.29,1.93,15.68,10.92,4.39,3.42,1.92,1.79,NA,15.00%,11.00%,60.22%,0.56,0.80,0.2326,23.77%,$34.79,0.8000,0.00%,23.59%,16.44%,19.47%,7.42%,12.24%,757.4,780.8,1602.5,$151.90,$10.89,$128.40,$211.90,$147.48,$	304.40,$112.70,30.40%,30.41%,8.77%,8.34%,17.46%,18.86%,$116.40,$92.50,$216.10,"$1,855.30",$112.40,$0.00,10.90%,40.90%,8.33%,7.69%,26.31%,0.00%,NA,84.45%,12/31/10
CLST Holdings Inc,CLHI,Wireless Networking,7380,NDQ,1,$0.01,9046,23.9,$0.20,$34.20,$34.40,$29.60,$4.80,$0.40,$479.00,NA,NA,NA,NA,NA,0.07,0.50,NA,NA,0.91,0.92,74.00,0.06,NA,NA,NA,NA,0.47,0.30,0.7500,156.27%,"-$6,580.75",0.0480,NA,NA,-173.33%,-37880.77%,-1300.00%,-3068342.28%,32.4,3,52.4,-$5.50,"-$6,580.75",-$5.20,"-$12,273.37","-$12,273.37","$	(12,273.37)","-$5,692.62",0.00%,NA,-1375.00%,13.95%,1200.00%,9.16%,$0.00,$0.00,$9.70,$479.00,-$1.10,$0.00,0.00%,0.00%,17100.00%,99.42%,91.94%,0.00%,NA,0.24%,11/30/09
Clicker Inc,CLKZ,Advertising,7310,NDQ,1,$0.00,1550550,114.4,$1.10,$0.70,$1.80,$1.80,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,-4.5,-5.2,NA,-$4.60,NA,-$3.20,$0.00,$0.00,$	0.00,$0.00,0.00%,NA,NA,0.00%,NA,NA,$0.00,$0.00,$1.70,NA,NA,$0.00,NA,NA,63.64%,38.89%,NA,0.00%,NA,NA,8/31/11
Calamos Asset Mgmt,CLMS,Financial Svcs. (Div.),6100,NDQ,6,$12.51,138639,19.9,$265.50,$125.00,$390.50,-$48.30,$438.80,$326.00,$355.90,13.34,12.24,$0.99,12.64,1.27,1.45,0.81,NA,NA,NA,NA,-0.15,-0.14,-7.50%,10.50%,NA,14.14%,3.12,1.85,0.2988,104.91%,-$6.14,0.4409,38.42%,-5.30%,10.87%,NA,6.10%,38.80%,-130.8,183,589.2,-$3.70,-$0.34,$19.90,$126.50,$115.93,$	134.30,$122.07,8.35%,86.57%,-1.13%,112.37%,134.60%,74.47%,$2.00,$7.80,$48.50,$355.90,$21.70,$7.65,0.00%,4.53%,47.08%,32.01%,40.58%,2.88%,NA,91.61%,12/31/10
Calumet Specialty Products L.P,CLMT,Petroleum (Producing),1300,NDQ,7,$20.16,296925,35.3,$985.60,$369.20,"$1,354.80","$1,352.70",$2.10,"$2,190.80","$2,713.00",59.02,28.08,NA,NA,196.73,2.59,0.45,17.34,9.51,1.81,1.81,0.62,0.50,NA,0.30%,NA,18.48%,0.35,1.20,0.2189,38.57%,-$12.97,0.7778,607.89%,-17.22%,4.39%,10.08%,0.76%,3.56%,747.3,380.2,1016.7,$68.10,$16.23,$16.70,$78.00,$75.30,$	142.20,$88.27,3.46%,3.47%,3.11%,0.16%,0.10%,0.21%,$35.00,$64.20,$120.70,"$2,713.00",$35.10,$101.52,7.67%,60.23%,37.46%,27.25%,49.27%,10.30%,NA,12.81%,12/31/10
Clean Energy Fuels,CLNE,Oil/Gas Distribution,4610,NDQ,7,$12.46,1516024,69.6,$899.50,$64.40,$963.90,$908.70,$55.20,$211.80,$289.70,NA,NA,NA,NA,NA,2.18,4.25,NA,53.45,2.15,2.02,4.29,3.14,NA,NA,30.00%,38.45%,1.52,1.40,0.3286,60.10%,$39.99,0.5824,NA,NA,-0.60%,-1.30%,-1.18%,-2.60%,422.5,413.3,583.5,$32.60,$11.99,-$2.50,-$5.50,-$5.50,$	17.00,-$45.49,0.00%,NA,15.39%,5.73%,26.06%,9.46%,$50.50,$22.50,$63.30,$289.70,-$8.40,$0.00,31.53%,36.26%,7.16%,6.68%,13.48%,0.00%,NA,33.93%,12/31/10
Centerline Holding Co,CLNH,Financial Svcs. (Div.),6100,NYS,3,$0.07,89861,53,$17.50,"$2,980.30","$2,997.80","-$2,755.30","$5,753.10",$514.70,$216.30,NA,NA,NA,NA,NA,0.01,0.03,NA,NA,-4.90,0.47,-5.35,-12.74,NA,NA,NA,-14.24%,1,1.50,0.7143,124.04%,-$69.51,0.3023,NA,-22.89%,-6.96%,53.99%,-45.11%,59.01%,562.5,3335.3,7382,$52.10,-$30.21,-$232.20,$303.70,$303.70,$	349.70,$373.21,0.00%,NA,10.12%,191.91%,1117.76%,77.93%,$6.70,$46.00,$0.00,$216.30,-$233.30,$0.00,4.59%,9.45%,17030.29%,99.42%,47.19%,0.00%,NA,0.06%,12/31/08
Colony Financial Inc,CLNY,Property Management,6510,NYS,7,$15.71,235093,17.4,$518.90,$34.00,$552.90,$237.90,$315.00,$3.80,$47.10,29.32,15.08,$1.52,10.34,4.89,1.56,136.55,1189.50,1189.50,4.58,1.51,62.61,5.05,NA,6.00%,NA,NA,NA,0.75,0.2856,NA,$688.24,NA,242.15%,348830.26%,5.32%,0.38%,465.79%,5.26%,52,333,390.5,$60.40,$688.24,$17.70,$0.20,$0.20,$	0.20,-$688.04,1.35%,1.67%,1589.47%,56.97%,8289.47%,80.67%,$0.00,$0.00,$0.00,$47.10,$34.40,$42.86,0.00%,0.00%,6.55%,6.15%,9.26%,8.26%,NA,95.31%,12/31/10
Continental Resources Inc,CLR,Petroleum (Producing),1300,NYS,10,$66.71,1133497,169.3,"$12,318.30",$926.00,"$13,244.30","$13,236.40",$7.90,$839.10,"$1,663.20",82.67,24.83,$2.50,26.68,5.51,10.20,14.68,38.29,22.50,6.23,6.21,15.77,7.96,NA,15.00%,NA,33.62%,1.73,1.65,0.2679,43.25%,$715.18,0.8000,0.00%,317.74%,12.33%,10.59%,17.76%,41.20%,2126.3,1208.2,3591.8,-$127.80,-$125.52,$149.00,$345.70,$225.09,$	588.40,-$490.10,34.89%,34.91%,-15.23%,0.06%,0.94%,0.22%,"$1,083.40",$242.70,$49.10,"$1,663.20",$496.10,$0.00,0.00%,83.02%,7.52%,6.99%,43.39%,0.00%,NA,22.21%,12/31/10
ClearOne Communications Inc,CLRO,Telecom. Equipment,4811,NDQ,3,$4.32,26650,8.9,$37.50,$0.00,$37.50,$26.10,$11.40,$41.30,$46.70,15.63,9.62,NA,NA,NA,1.18,0.91,14.50,8.70,1.29,1.18,0.63,0.56,NA,NA,NA,15.64%,NA,0.40,0.4208,NA,$1.08,NA,0.00%,59.86%,7.57%,8.87%,5.81%,4.36%,20.3,31.7,44,$11.30,$1.48,$2.40,$1.80,$1.80,$	3.00,$0.72,0.00%,0.00%,27.36%,30.40%,27.60%,25.91%,$0.80,$1.20,$22.80,$46.70,$3.90,$0.00,7.50%,6.82%,0.00%,0.00%,0.00%,0.00%,NA,19.12%,12/31/10
Celestica Inc.,CLS,Electronics,3670,NYS,8,$7.33,764095,214.2,"$1,604.50",$0.00,"$1,604.50",$971.70,$632.80,"$6,526.10","$7,335.50",8.18,6.90,$0.98,7.48,0.61,1.13,0.25,3.81,2.83,1.23,1.13,0.15,0.13,25.00%,13.50%,7.00%,14.77%,2,1.25,0.2953,53.34%,$14.68,0.5859,0.00%,7.30%,13.80%,25.51%,3.01%,3.91%,788.5,1421.3,3103.6,$336.10,$41.68,$196.20,$255.30,$201.16,$	343.10,$186.48,21.21%,21.20%,5.15%,39.44%,9.70%,20.39%,$60.80,$87.80,$250.20,"$7,335.50",$232.40,$0.00,1.42%,11.88%,0.00%,0.00%,0.00%,0.00%,NA,88.57%,12/31/10
Clancy Systems International I,CLSI,Computer Software,3579,NDQ,1,$0.00,89643,379.9,$3.60,$0.00,$3.60,$2.40,$1.20,$4.00,$3.80,5.14,12.00,NA,NA,NA,1.03,0.90,3.43,2.40,1.04,1.03,0.60,0.63,24.50%,NA,NA,5.80%,NA,0.70,1.0000,NA,-$0.22,NA,0.00%,-48.45%,20.00%,19.29%,17.50%,17.50%,2.3,3.5,4.2,$0.30,-$0.02,$0.70,$0.70,$0.44,$	1.00,$0.66,36.60%,36.36%,7.50%,33.33%,30.00%,28.57%,$0.10,$0.30,$2.50,$3.80,$0.30,$0.00,9.52%,14.29%,0.00%,0.00%,0.00%,0.00%,NA,NA,9/30/08
Celsion Corp.,CLSN,Drug,2834,AMS,4,$1.70,363645,13.3,$48.00,$0.20,$48.20,$46.70,$1.50,NA,$2.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.35,NA,NA,NA,NA,1.49,0.85,0.4542,70.89%,-$0.20,0.2998,NA,NA,NA,NA,NA,NA,-5.9,-4.6,2.5,-$6.10,NA,-$19.40,NA,NA,NA,NA,0.00%,NA,NA,3.11%,NA,60.00%,$0.00,$0.20,$19.50,$2.00,-$22.90,$0.00,0.00%,16.00%,0.42%,0.41%,NA,0.00%,NA,8.83%,12/31/10
Callisto Pharmaceuticals Inc,CLSP,Drug,2834,NDQ,4,$0.26,34998,157.5,$42.80,$0.00,$42.80,$41.10,$1.70,NA,NA,NA,NA,NA,NA,NA,10.97,NA,NA,NA,18.68,10.97,NA,NA,NA,NA,NA,NA,NA,0.15,0.5810,NA,$0.00,NA,NA,NA,-661.54%,NA,NA,NA,2.2,3.9,3.4,-$5.50,NA,-$25.80,NA,NA,NA,NA,0.00%,NA,NA,3.97%,NA,50.00%,$0.00,$0.00,$16.90,NA,-$10.50,$0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,NA,12/31/10
Culture Medium Holdings Corp,CLTR,Packaging & Container,2640,NDQ,1,$0.01,0,156.3,$0.30,$0.00,$0.30,$0.30,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9512,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,0.00%,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,0.00%,0.00%,NA,0.00%,NA,NA,3/31/09
Town Sports Intl Hldgs Inc,CLUB,Recreation,7900,NDQ,5,$7.35,148143,22.7,$169.30,$316.60,$485.90,$447.10,$38.80,$462.40,$465.20,NA,40.31,NA,NA,NA,NA,0.37,20.60,6.05,1.65,1.57,0.97,0.96,NA,10.00%,NA,-5.01%,1.91,1.25,0.4801,70.67%,-$30.49,0.4422,NA,-140.48%,NA,8.01%,-0.06%,4.69%,270.9,-6.9,464.2,-$47.10,-$0.29,-$0.30,$21.70,$21.70,$	73.90,$52.19,0.00%,NA,-10.19%,7.99%,8.39%,8.36%,$22.00,$52.20,$35.50,$465.20,$4.20,$0.00,7.07%,66.65%,187.01%,65.16%,NA,0.00%,NA,60.90%,12/31/10
Clovis Oncology Inc.,CLVS,Biotechnology,2830,NDQ,3,$14.09,0,1.3,$23.40,$0.00,$23.40,$1.10,$22.30,NA,NA,NA,NA,NA,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1293,NA,$0.70,NA,NA,NA,-181.73%,NA,NA,NA,-1.5,20.8,26.2,-$2.40,NA,-$37.80,NA,NA,NA,NA,0.00%,NA,NA,95.30%,NA,85.11%,$0.80,$0.10,$16.30,NA,NA,$0.00,0.00%,3.82%,0.00%,0.00%,0.00%,0.00%,NA,NA,12/31/10
Clearwire Corp.,CLWR,Telecom. Services,4890,NDQ,7,$1.94,7683369,243.5,$504.40,"$4,032.10","$4,536.50","$2,800.60","$1,735.90",$556.80,"$1,072.20",NA,NA,NA,NA,NA,0.09,0.91,NA,NA,0.34,0.46,5.03,2.61,NA,NA,35.00%,63.90%,1.15,1.30,0.6626,76.46%,"$1,688.61",0.4251,NA,NA,-6.14%,-42.46%,-64.71%,-622.66%,8166.2,5870,11040.5,-$542.10,-$501.79,-$360.30,"-$3,466.97","-$3,466.97","$	(3,000.87)","-$5,155.58",0.00%,NA,-97.36%,38.27%,311.76%,15.72%,"$2,656.50",$466.10,$907.80,"$1,072.20",-$294.20,$0.00,40.58%,40.44%,799.39%,88.88%,40.72%,0.00%,3.00%,68.68%,12/31/10
Euro Tech Holdings Co Ltd,CLWT,Environmental,4953,NDQ,2,$0.46,20145,11.5,$5.80,$0.00,$5.80,-$0.30,$6.10,$22.30,NA,NA,NA,NA,NA,NA,0.37,0.26,NA,NA,-0.03,0.37,-0.01,NA,NA,NA,NA,-18.25%,2.02,1.10,0.6195,81.54%,-$0.10,0.3373,NA,NA,-7.01%,-2.08%,-4.93%,-0.90%,9.6,15.7,25.2,$0.30,NA,-$1.10,-$0.20,-$0.20,$	0.00,-$0.10,0.00%,NA,1.35%,105.17%,27.35%,24.21%,$0.10,$0.20,$7.10,NA,NA,$0.00,4.37%,5.56%,0.00%,0.00%,0.00%,0.00%,NA,1.61%,12/31/10
Clorox Co.,CLX,Household Products,2840,NYS,9,$66.56,1520339,131.1,"$8,728.10","$2,584.00","$11,312.10","$11,053.10",$259.00,"$5,231.00","$5,270.00",30.41,31.51,NA,NA,2.90,NA,1.67,12.00,10.10,4.94,4.53,2.11,2.10,4.00%,10.50%,4.00%,0.08%,0.48,0.65,0.1094,16.28%,$55.85,0.8000,114.96%,11.90%,NA,20.97%,5.49%,17.61%,2239,-86,4163,$114.00,$0.85,$287.00,$921.00,$469.50,"$	1,094.00",$413.65,49.02%,49.02%,2.18%,2.29%,4.95%,6.22%,$228.00,$173.00,"$1,352.00","$5,270.00",$277.00,$329.92,40.91%,24.96%,29.61%,22.84%,NA,3.78%,2.20%,69.96%,6/30/11
Can. Imperial Bank,CM.TO,Bank,6000,TSE,10,$73.79,1356434,392.7,"$28,819.20","$4,773.00","$33,592.20","$31,402.20","$2,190.00",NA,NA,11.14,9.36,$7.80,9.46,0.22,1.83,NA,3.52,3.52,1.71,1.63,NA,NA,-30.50%,50.50%,NA,NA,0.77,0.95,0.1193,21.26%,$0.00,0.8000,54.68%,0.00%,16.39%,31.86%,NA,NA,18373,15790,352040,$0.00,NA,"$2,588.00","$8,913.00","$5,853.26","$	8,913.00","$5,853.26",34.33%,35.01%,NA,6.52%,NA,0.62%,$0.00,$0.00,"$2,192.00",NA,"$3,079.00","$1,415.02",0.72%,0.00%,16.56%,14.21%,23.21%,4.91%,NA,55.53%,10/31/10
Comerica Inc.,CMA,Bank (Midwest),6001,NYS,9,$25.80,3512579,176.5,"$5,157.50","$6,138.00","$11,295.50","$10,627.50",$668.00,NA,NA,19.84,12.67,$2.29,11.27,0.48,0.89,NA,6.61,6.61,0.94,0.95,NA,NA,-37.50%,41.50%,NA,NA,1.35,1.20,0.3392,34.73%,$0.00,0.8000,30.55%,0.00%,4.49%,11.78%,NA,NA,11263,5793,53667,$0.00,NA,$260.00,"$1,608.00","$1,327.24","$	1,608.00","$1,327.24",17.46%,17.46%,NA,5.91%,NA,1.24%,$0.00,$0.00,$115.00,NA,$407.00,$79.43,0.00%,0.00%,119.01%,54.34%,51.45%,1.54%,2.29%,83.28%,12/31/10
Commercial Metals,CMC,Steel,3311,NYS,8,$13.83,1495225,115.5,"$1,638.30","$1,232.60","$2,870.90","$2,648.50",$222.40,"$7,918.40","$7,918.40",NA,NA,$1.10,12.57,NA,1.41,0.21,33.31,11.08,1.22,1.20,0.33,0.33,NA,NA,7.50%,24.25%,1.54,1.55,0.3562,42.05%,-$86.40,0.8000,NA,-108.68%,-11.17%,3.66%,-1.64%,1.00%,2170.6,1160.4,3683.1,$970.10,$0.00,-$129.60,$79.50,$79.50,$	239.10,$165.90,0.00%,NA,12.25%,7.75%,2.81%,6.04%,$73.20,$159.60,$537.10,"$7,918.40",-$129.60,$55.37,2.11%,30.19%,75.24%,42.93%,51.51%,3.38%,1.40%,73.81%,8/31/11
China Modern Agriculture Info,CMCI,Food Processing,2000,NDQ,2,$0.58,0,41.1,$14.40,$0.20,$14.60,$9.10,$5.50,$25.00,NA,1.62,NA,NA,NA,NA,0.63,0.58,0.78,0.69,0.52,0.63,0.36,NA,NA,NA,NA,NA,NA,NA,0.8433,NA,$6.60,NA,0.00%,74.41%,39.04%,50.68%,35.60%,46.80%,17.5,22.8,30.5,$2.90,NA,$8.90,$11.70,$8.87,$	13.20,$2.27,24.19%,25.21%,11.60%,37.67%,22.00%,18.03%,$8.10,$1.50,$1.40,NA,NA,$0.00,0.00%,61.31%,1.39%,1.37%,0.87%,0.00%,NA,NA,6/30/11
Columbus McKinnon,CMCO,Machinery,3500,NDQ,6,$12.69,83071,19.2,$250.60,$154.40,$405.00,$324.90,$80.10,$524.10,$562.40,26.10,16.82,$1.45,8.75,1.34,1.55,0.48,5.15,4.38,1.37,1.28,0.62,0.58,-1.50%,19.50%,5.00%,9.77%,2.33,1.35,0.3867,59.95%,$7.85,0.5630,0.00%,31.11%,5.92%,10.68%,1.83%,12.04%,236.4,162.1,478.9,$88.30,$6.45,$9.60,$63.10,$25.24,$	74.20,$17.39,60.00%,81.18%,16.85%,19.78%,15.28%,16.73%,$12.50,$11.10,$103.50,$562.40,$14.90,$0.00,25.91%,12.40%,61.61%,38.12%,48.78%,0.00%,3.80%,91.09%,3/31/11
Comcast Corp Cl A,CMCSA,Cable TV,4840,NDQ,10,$23.71,17676847,2776.5,"$64,388.00","$31,415.00","$95,803.00","$89,738.00","$6,065.00","$37,937.00","$47,595.00",17.71,15.48,$1.53,15.50,1.65,1.40,1.70,11.25,6.18,1.26,1.24,2.37,1.89,47.00%,10.76%,NA,8.43%,1.19,0.95,0.1720,30.65%,"-$2,498.80",0.7749,0.00%,-52.11%,7.93%,6.74%,9.58%,21.03%,71196,45846,118534,"-$3,613.00",-$919.80,"$3,635.00","$7,980.00","$4,795.34","$	14,520.00","$7,294.14",39.91%,40.45%,-9.52%,6.33%,15.99%,5.12%,"$4,961.00","$6,540.00","$8,091.00","$47,595.00","$4,159.00",$0.00,64.99%,19.84%,48.79%,32.79%,40.66%,0.00%,NA,81.72%,12/31/10
Comcast Corp.,CMCSK,Cable TV,4840,NDQ,10,$23.56,4945609,2776.5,"$63,897.50","$31,415.00","$95,312.50","$89,247.50","$6,065.00","$37,937.00","$50,521.00",17.58,16.11,$1.71,13.78,1.17,1.44,1.68,11.18,6.11,1.28,1.26,2.35,1.77,44.50%,15.00%,15.00%,8.43%,1.17,1.00,0.1509,31.44%,"-$2,853.46",0.7952,33.75%,-59.50%,8.20%,6.88%,9.58%,21.03%,69704,44354,118534,"-$3,613.00","-$1,198.46","$3,635.00","$7,980.00","$4,795.34","$	14,596.00","$7,648.80",39.91%,40.45%,-9.52%,6.36%,15.99%,5.12%,"$4,961.00","$6,616.00","$8,091.00","$50,521.00","$3,967.30","$1,226.83",65.81%,19.84%,49.16%,32.96%,41.46%,1.92%,3.50%,89.70%,12/31/10
China New Media Corp,CMDI,Advertising,7310,NDQ,2,$0.12,7205,27.6,$6.30,$12.10,$18.40,$16.60,$1.80,$20.60,$21.10,1.29,1.34,NA,NA,NA,0.35,0.31,2.18,1.64,0.58,0.61,0.81,0.79,NA,NA,NA,47.11%,NA,NA,0.7826,NA,$3.99,NA,0.00%,71.71%,26.92%,19.54%,23.79%,36.89%,28.5,18.2,35.7,$3.90,$0.09,$4.90,$7.60,$5.57,$	10.10,$1.58,26.71%,27.94%,18.93%,9.78%,8.74%,5.04%,$6.40,$2.50,$4.00,$21.10,$4.70,$0.00,13.45%,52.66%,192.06%,65.76%,39.93%,0.00%,NA,NA,6/30/11
CME Group,CME,Securities Brokerage,6210,NDQ,10,$243.67,555144,66.8,"$16,249.50","$2,525.30","$18,774.80","$17,869.40",$905.40,"$3,003.70","$3,307.30",15.80,14.07,$19.01,12.82,1.50,0.81,5.41,9.65,9.02,0.82,0.83,5.95,5.40,19.00%,10.50%,10.00%,14.38%,1.08,1.10,0.1579,42.12%,$42.37,0.6529,36.03%,3.89%,5.13%,5.02%,34.24%,61.64%,21680,20060.1,35046.1,$121.40,$12.27,"$1,028.40","$1,851.60","$1,088.22","$	1,981.50","$1,045.85",41.23%,41.27%,4.04%,4.82%,30.14%,2.58%,$160.00,$129.90,"$1,022.20","$3,307.30","$1,154.60",$370.49,81.26%,2.25%,15.54%,13.45%,11.18%,2.28%,1.90%,66.91%,12/31/10
Commercefirst Bancorp Inc,CMFB,Bank,6000,NDQ,3,$13.25,2697,1.8,$23.50,$0.00,$23.50,$22.10,$1.40,NA,NA,16.79,6.53,NA,NA,NA,1.05,NA,2.91,2.91,1.05,1.05,NA,NA,10.50%,NA,NA,NA,NA,0.50,0.4096,NA,$0.00,NA,0.00%,0.00%,6.25%,21.69%,NA,NA,21,22.4,203.1,$0.00,NA,$1.40,$7.60,$4.56,$	7.60,$4.56,40.06%,41.67%,NA,5.96%,NA,0.69%,$0.00,$0.00,$3.10,NA,$3.60,$0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,8.62%,12/31/10
China Marine Food Grp Ltd.,CMFO,Food Processing,2000,NDQ,3,$1.19,134117,29,$35.00,$0.30,$35.30,$19.70,$15.60,$122.70,$132.50,1.66,2.30,NA,NA,NA,0.31,0.29,0.78,0.70,0.20,0.31,0.16,0.15,NA,NA,NA,42.45%,NA,1.35,0.6682,NA,$14.75,NA,0.00%,70.57%,18.51%,21.17%,17.20%,20.62%,98.7,114,123.8,$49.40,$3.95,$21.10,$25.30,$20.90,$	28.10,$6.15,17.41%,17.58%,40.26%,44.19%,12.71%,12.60%,$13.60,$2.80,$9.60,$132.50,$15.20,$0.00,22.13%,17.93%,0.86%,0.85%,0.26%,0.00%,NA,10.56%,12/31/10
